GWHGAAEX000001	GO:0005975
GWHGAAEX000001	GO:0004650
GWHGAAEX000003	GO:0005515
GWHGAAEX000008	GO:0003676
GWHGAAEX000008	GO:0008270
GWHGAAEX000009	GO:0009055
GWHGAAEX000010	GO:0016787
GWHGAAEX000010	GO:0070006
GWHGAAEX000011	GO:0016872
GWHGAAEX000012	GO:0016021
GWHGAAEX000012	GO:0016192
GWHGAAEX000013	GO:0006396
GWHGAAEX000015	GO:0006397
GWHGAAEX000015	GO:0003723
GWHGAAEX000015	GO:0005634
GWHGAAEX000015	GO:0003676
GWHGAAEX000016	GO:0005887
GWHGAAEX000016	GO:0055085
GWHGAAEX000019	GO:0016758
GWHGAAEX000020	GO:0008168
GWHGAAEX000021	GO:0055114
GWHGAAEX000021	GO:0016491
GWHGAAEX000025	GO:0016021
GWHGAAEX000025	GO:0004930
GWHGAAEX000025	GO:0007186
GWHGAAEX000026	GO:0046872
GWHGAAEX000027	GO:0008725
GWHGAAEX000027	GO:0003824
GWHGAAEX000027	GO:0006281
GWHGAAEX000027	GO:0006284
GWHGAAEX000029	GO:0015297
GWHGAAEX000029	GO:0042910
GWHGAAEX000029	GO:0016020
GWHGAAEX000029	GO:0055085
GWHGAAEX000031	GO:0046872
GWHGAAEX000031	GO:0005524
GWHGAAEX000033	GO:0016788
GWHGAAEX000034	GO:0005524
GWHGAAEX000034	GO:0009029
GWHGAAEX000034	GO:0009245
GWHGAAEX000039	GO:0016787
GWHGAAEX000041	GO:0003824
GWHGAAEX000042	GO:0005515
GWHGAAEX000044	GO:0008270
GWHGAAEX000057	GO:0003993
GWHGAAEX000057	GO:0016787
GWHGAAEX000057	GO:0046872
GWHGAAEX000059	GO:0005049
GWHGAAEX000060	GO:0042910
GWHGAAEX000060	GO:0055085
GWHGAAEX000060	GO:0015297
GWHGAAEX000060	GO:0016020
GWHGAAEX000062	GO:0006468
GWHGAAEX000062	GO:0004672
GWHGAAEX000062	GO:0005524
GWHGAAEX000063	GO:0016627
GWHGAAEX000063	GO:0016020
GWHGAAEX000064	GO:0003677
GWHGAAEX000064	GO:0046983
GWHGAAEX000065	GO:0005515
GWHGAAEX000067	GO:0005524
GWHGAAEX000067	GO:0004672
GWHGAAEX000067	GO:0006468
GWHGAAEX000068	GO:0004672
GWHGAAEX000068	GO:0006468
GWHGAAEX000068	GO:0005524
GWHGAAEX000069	GO:0003824
GWHGAAEX000069	GO:0019752
GWHGAAEX000069	GO:0004451
GWHGAAEX000071	GO:0005524
GWHGAAEX000071	GO:0006468
GWHGAAEX000071	GO:0004672
GWHGAAEX000074	GO:0005524
GWHGAAEX000074	GO:0006468
GWHGAAEX000074	GO:0004672
GWHGAAEX000075	GO:0003676
GWHGAAEX000077	GO:0008270
