S4_GelataTuber_up	S5_GelataTuber_up	S6_GelataTuber_up	S7_GelataTuber_basal	S8_GelataTuber_basal	S9_GelataTuber_basal
GelC10G00261	5.52807707913659	5.61487907681265	5.83768700315714	5.42715452285774	5.40304583369006	5.57293344798032
GelC10G00262	-0.711458367901771	-0.325392486188474	0.809125610951757	4.85148281831601	4.95548060481394	5.17947448107183
GelC10G00263	4.71707946669544	4.89935473992935	4.81173062300692	5.20381158146988	5.57757685109277	5.65935337807291
GelC10G00264	1.31645008674829	-0.745707058665339	3.66293974965237	-0.121931227096115	0.263794268952551	0.645502240949765
GelC10G00265	3.09554172247555	3.01068803662695	3.33167699176115	2.78835072288322	2.85731241292893	2.81753372256837
GelC10G00266	0.898338175420437	0.488719004450721	0.809125610951757	2.1267817993767	1.93378763767848	0.967972295995802
GelC10G00273	3.16437932684843	3.36152275104877	3.30663558923821	2.82576403073485	2.64130852387041	2.96959695599098
GelC10G00274	5.11504918265911	5.09934699695082	5.00313612729481	5.27316421259951	5.10658619137557	5.17165434078465
GelC10G00276	6.60462208236456	6.7097941505369	6.26565291373551	6.18930515711701	5.99723796573184	6.06177446999333
GelC10G00277	4.21517023409241	4.21320608140164	3.91569717826337	4.3843091256725	3.89771659859674	4.00549806393977
GelC10G00278	7.08701667521488	7.07177310650475	7.54916993017042	6.83737944466102	6.92500492241846	6.78002839098836
GelC10G00280	5.17466476917017	5.34822582105922	5.18589456291576	5.77673326360895	5.65463134904526	5.37602837500515
GelC10G00281	5.03459254450726	5.05626712701244	5.04158692785827	3.86109366789282	3.17958168045151	3.9698675548704
GelC10G00282	7.36988960880519	7.4451390322254	7.20407550000405	7.39610596958407	7.19084503595582	7.13199555905718
GelC10G00283	3.57163307449039	3.71172947707487	3.62292558310874	2.3991471197168	3.21132020355194	3.37572206862902
GelC10G00285	4.21517023409241	4.1814821119761	4.2796877296823	5.17510930647708	4.9924848998385	4.98792641332592
GelC10G00286	4.62238344373529	4.3479161949007	4.39108708440987	5.13095595672429	4.96482104009625	4.91485601065915
GelC10G00287	2.19510105418711	1.93495689712543	2.06265648045844	1.93467769886899	1.00487290443796	1.23136789552855
GelC10G00292	6.90789878011215	6.7803215895436	7.37792886477145	6.86908515975461	7.02438785746269	6.95423750784901
GelC10G00293	3.73895413165068	3.7768669703311	4.13070382053825	3.7487112349495	3.7967275816958	3.50581782013097
GelC10G00294	1.98280552878171	2.5951288416001	3.05924713134401	2.71048122998073	2.33049273734413	2.23227048434882
GelC10G00295	1.98280552878171	2.07966089406461	2.56315229739409	0.138099943204526	0.681403792875104	1.34698400952687
GelC10G00296	3.32334365262971	3.27398321960752	3.40429434292934	3.84296073070088	3.68813362186264	3.89585273264562
GelC10G00297	5.87983343421281	5.80904004546598	5.98701569217511	6.90229971565797	7.14227558794805	6.8130792307785
GelC10G00298	6.41636010980406	6.39061330940901	6.24273244035509	6.08901657234028	6.10254048654472	6.49678600239996
GelC10G00299	6.70045302075496	6.84503231105912	6.75190198820669	6.94967158120148	7.18486252633464	7.2387689879518
GelC10G00300	1.43263585442732	1.27006660432624	0.809125610951757	0.138099943204526	0.263794268952551	0.815728356503553
GelC10G00305	3.96802486115869	3.59617204451289	3.99621317591712	2.3991471197168	1.77294221313917	1.55365709370891
GelC10G00307	2.7817329065438	1.77410413993219	3.40429434292934	-0.439366158349942	-1.34191118956225	-0.0341967672611994
GelC10G00316	3.09554172247555	3.11513386470431	3.79484672672687	2.34863304034828	2.00795000844551	2.60170802626613
GelC10G00321	1.31645008674829	-0.325392486188474	0.0829450930280023	2.24196763721066	2.00795000844551	2.03949649971371
GelC10G00322	7.63991358907324	7.60165095777038	7.46113264591869	7.27960022107498	7.19084503595582	7.12593792105599
GelC10G00323	4.54704540772609	4.58461615088538	5.26602266082296	5.11593269068953	5.18060471453523	5.31343931140532
GelC10G00324	5.45439398955895	5.20568203270456	5.20634765658946	5.20381158146988	5.32540878571453	5.20268373913044
GelC10G00325	6.14973949082742	6.38714075529832	5.90179571008419	6.5154875125691	6.62854673681189	6.53080720543377
GelC10G00327	5.96430591142228	5.86003178467828	5.84205069270385	5.93917582363641	5.96035695259338	5.95648076591111
GelC10G00328	7.7320856319009	7.773745598076	7.74129550629388	7.43596775401061	7.36497450455715	7.60092941677161
GelC10G00329	4.54704540772609	4.52266534865564	5.03397831440403	4.45764303421952	4.11464372355948	4.34844161681225
GelC10G00330	4.80594081792153	4.70106638708998	4.84689564020824	5.1966893689577	4.97410139142501	5.15588573230835
GelC10G00331	5.2478625975745	4.97532526405668	5.32332702783164	4.72847544006087	4.83840751061249	4.87688441258864
GelC10G00332	7.18552892651252	7.32324034698326	7.10043117286418	6.85558222620682	6.88866047990627	6.90791796661015
GelC10G00333	6.19979119106655	6.40785179954214	6.03354403745054	5.94768573763144	5.83862356544404	6.11982425834386
GelC10G00336	4.26303904445645	4.4579344907986	4.64193224835234	4.87843925507742	4.80759213699497	4.83788632772792
GelC10G00338	8.51374813531057	8.52870582576788	8.12112361273059	7.89894315692555	7.93459464183706	7.9891560862111
GelC10G00340	5.79554107787314	5.82452769448618	5.68573918616443	5.92200390852089	5.88855613901056	5.60812502262155
GelC10G00341	0.307207125615469	-1.34128196846109	2.60483491794993	-0.439366158349942	-0.00130106318220489	-0.357210617932872
GelC10G00342	5.4612501408337	5.60295377376908	5.94300496783557	4.45764303421952	4.44341184214625	5.00563004437385
GelC10G00343	-2.37359577926673	-1.34128196846109	-0.48864846235804	2.34863304034828	2.89688688624077	1.89499802843983
GelC10G00344	-2.37359577926673	-1.34128196846109	-2.37359577926673	4.81473905489312	5.13168335916219	4.60223177712825
GelC10G00346	6.86975853286464	7.10174307055645	6.40784027057082	7.11934632545406	7.28706581054982	6.85518770884274
GelC10G00347	6.20388483002905	6.27512356571873	6.26240077069068	6.14559075450471	5.88855613901056	5.78255930912415
GelC10G00348	5.98823779533165	5.87498436460778	6.47961468718129	6.41166519493274	6.56854546631112	6.41303184668175
GelC10G00349	5.50835200130367	5.53554207833425	5.23980468614783	3.93142878725951	3.95508209046227	4.12370025205551
GelC10G00350	5.75705576451469	5.74537126041152	5.98306973664046	5.87815803940752	5.93206397632703	6.03184950326353
GelC10G00351	4.71707946669544	4.70106638708998	4.54889881469905	4.15366631587233	4.11464372355948	4.2918497634436
GelC10G00352	7.75458592615801	7.72506325560444	7.40914393368159	7.87905979882532	7.96749253304799	7.70482740212813
GelC10G00353	4.29409136779113	4.24424744360629	4.81173062300692	3.84296073070088	3.81749885063055	3.60205721463343
GelC10G00354	2.38012681445968	2.14691069752504	2.38322180237648	3.0319037870318	3.21132020355194	3.6478718150213
GelC10G00355	3.76134838440494	3.7768669703311	4.13070382053825	4.3843091256725	4.44341184214625	4.48091016925167
GelC10G00356	5.00674469830558	5.02978789646666	5.08641471885068	4.72847544006087	4.94607930250008	5.07434893278887
GelC10G00358	5.87983343421281	6.01655859207758	6.34466144790723	6.096689211098	6.28139057001255	6.2443438411585
GelC10G00359	4.38342888405364	4.54776578937786	4.93123165228939	4.57214532906096	4.75472378181127	4.65926948772762
GelC10G00360	1.54015811028871	1.0059859694954	0.0829450930280023	1.13056438839304	1.3848055451204	1.64685675980301
GelC10G00361	5.57307980097316	5.47794351404054	5.45450976797434	4.922276706948	4.97410139142501	5.49986535895243
GelC10G00362	6.86717963777145	6.73186440274684	7.43392776142599	6.93904101927123	6.90815805602967	6.91963801646797
GelC10G00363	4.77325584309836	4.64401589160597	4.8555545811769	4.73831898124787	4.82820867866632	5.30631434916077
GelC10G00364	5.31752524000819	5.27496071430641	5.48273087419463	4.5387386257248	4.84853474985521	5.23305978661483
GelC10G00365	6.53484012080846	6.77235757618113	6.66097295418182	6.36159518525716	6.39975248468594	6.36583502451607
GelC10G00366	4.80594081792153	5.09934699695082	4.91475424815787	4.7960101754784	4.83840751061249	4.8864714170019
GelC10G00367	6.92535827546161	6.9428868278946	6.73087835761106	7.40540308329822	7.40326495353326	7.75016598664678
GelC10G00368	3.86838444946919	3.68934662404701	2.06265648045844	5.56074507695611	4.73302177206294	6.2443438411585
GelC10G00369	5.80635091583779	5.91893415895095	5.94706188532566	6.00180930465351	6.08979039685997	6.00569603006349
GelC10G00370	4.49454163349087	4.56015412241195	4.63188655283478	4.51602984575355	4.24302855764167	4.21783778981358
GelC10G00371	5.29467608155434	5.34106448922217	5.26602266082296	5.56074507695611	5.32540878571453	4.85751713781175
GelC10G00374	6.39503510555986	6.38365982260961	6.329202103008	6.27633245371176	6.63733551289544	6.60526850410993
GelC10G00375	4.6345659863412	4.66710751112483	5.03397831440403	6.59348050813314	6.37894189516673	5.9700704707273
GelC10G00377	3.9090700757817	3.87929170454363	3.86513843376717	3.42221374362148	3.0451474577984	2.89556788750192
GelC10G00378	5.6105668653247	5.63843797236079	5.89341069936667	5.4867629404117	5.71676340449454	5.71421844324979
GelC10G00379	5.18298368855607	5.01186116276019	5.29177267011327	4.63672395495749	4.82820867866632	5.09929744709779
GelC10G00382	4.78423331779266	4.78789952663067	4.52738393122621	4.59399430593643	4.67729403658095	4.85751713781175
GelC10G00384	2.59485946441561	2.14691069752504	1.80098356153028	1.45098063756984	1.3848055451204	1.64685675980301
GelC10G00385	3.96802486115869	4.01147022669802	3.91569717826337	3.7487112349495	3.71051619120429	3.10714968331248
GelC10G00386	3.69309500232961	3.97492429981387	2.7968952401904	4.67822436036657	4.57121554449986	5.05747363380585
GelC10G00387	2.3210494553039	2.00912238308737	2.76047433777115	2.06554592149397	1.68525325262925	1.10567284570069
GelC10G00389	2.73723450927938	2.27267886224507	3.66293974965237	3.56179606003483	3.33172122036303	3.00523406684465
GelC10G00393	5.72892381136535	5.76690790480542	4.81173062300692	2.54087209975248	3.00948610277677	3.69227618382026
GelC10G00399	2.19510105418711	2.44289382280959	3.02894610559478	2.3991471197168	2.89688688624077	2.69194816560206
GelC10G00404	4.82732653208157	5.05626712701244	5.23980468614783	4.97318172134125	5.01063710115337	5.04896138060064
GelC10G00410	1.31645008674829	0.68248710714387	1.64988741274034	-0.439366158349942	-0.326326078217254	0.645502240949765
GelC10G00414	2.86681246423985	3.04635011181141	1.93774461534242	2.29628590030242	1.26893374101499	2.50544454046067
GelC10G00417	6.43040365026396	6.43501198374789	5.7660108877765	6.62830640632044	6.2124877143247	5.82804446923145
GelC10G00420	4.24725859542745	3.85938024418446	4.58058125027555	4.10884142946005	4.45671387796419	4.65926948772762
GelC10G00423	1.19008137819003	0.68248710714387	0.945152175815922	1.3518770816248	1.26893374101499	1.23136789552855
GelC10G00424	5.75147308770662	5.75617976978697	5.42572558509588	6.72800737900903	6.73882526645054	6.39970385328963
GelC10G00426	4.44005469761511	4.87972014432486	4.4147163034611	4.4214419860381	4.2275914965157	4.83788632772792
GelC10G00427	4.92974360770676	4.86980172113834	5.07162635015536	5.42105595237421	5.44369593433066	4.99680538432774
GelC10G00431	4.09688334015611	4.14904483761186	4.30519712229863	3.76806015201418	3.81749885063055	4.50600442375428
GelC10G00432	4.06122590518429	4.28959201519152	3.94844474772403	3.51675263967738	3.52090583899314	3.71397615014905
GelC10G00435	5.48835349189043	5.57270198935187	5.81566835061609	6.05791133680334	5.66039159612209	5.60231905045569
GelC10G00436	4.07916478284541	4.01147022669802	4.13070382053825	3.32104262904831	3.4693363725332	3.89585273264562
GelC10G00437	4.46755537945378	4.39016229514398	5.59557703829624	5.63639144030043	5.58970257661256	5.40966150521832
GelC10G00445	3.23008141519945	3.04635011181141	3.73978503922691	3.60547562191852	3.93621257450448	3.71397615014905
GelC10G00446	6.46833303569507	6.44172288171383	6.41078086342426	6.07354778352654	6.07261307916684	6.20274130061087
GelC10G00447	6.69173446647179	6.76167003963036	6.01820071848206	5.80510918717392	5.89345564584471	5.64247857259163
GelC10G00450	2.54409773394761	2.07966089406461	2.93402652323347	2.29628590030242	2.38717080155202	2.96959695599098
GelC10G00452	3.49352333982995	3.30375717026433	3.88218897655408	3.21223807120507	3.41585499065427	3.50581782013097
GelC10G00453	4.04306115899119	4.02940178871321	4.35490137076225	4.49295789348072	4.38894220256158	3.75642078120998
GelC10G00454	6.10666097531865	6.18600571685828	6.4627116694255	5.85119629827068	6.11097837280153	6.00129064915698
GelC10G00455	4.49454163349087	4.50994944143028	4.73871978628645	2.89779999945515	3.36031445000847	3.04001205739106
GelC10G00456	4.18235189795264	3.95629820550588	4.05753943067852	4.16830370386444	4.30317619922709	4.2918497634436
GelC10G00458	4.24725859542745	3.93742848792675	4.24055744902899	4.32021479194801	4.67729403658095	4.62531816090426
GelC10G00459	7.18345735000613	7.22745814489468	6.13305075455602	6.5154875125691	6.74154498580046	6.87939517869268
GelC10G00460	1.73378910317516	2.07966089406461	1.06945110274833	1.24546031417082	1.14293639003005	1.23136789552855
GelC10G00461	2.98570528283535	3.21252598826894	3.35629114656245	8.02089841144183	7.68338576109218	7.2387689879518
GelC10G00466	6.31403052055302	6.23705117080855	6.11873512706675	6.33913100242846	6.28884719423256	6.37267269763146
GelC10G00468	2.19510105418711	1.14406025766093	4.01179085974655	-0.439366158349942	-2.37359577926673	-0.774059528000517
GelC10G00469	6.24419477003323	6.25240090441917	6.69514348708782	5.92200390852089	6.06828660213205	6.14799610992452
GelC10G00470	4.06122590518429	3.95629820550588	4.08725190198261	3.84296073070088	4.1313306678555	4.51838974300886
GelC10G00471	8.01903270864275	8.01332984852449	7.82524204482963	7.27960022107498	7.11945611040155	7.3997289604664
GelC10G00472	6.99315703058984	7.08683591012229	7.02375496933209	6.14188738639876	5.82842626614829	5.78768461442706
GelC10G00473	6.92039137158	7.03452361142185	6.95289631237932	6.0341342376541	5.70008192986107	5.64247857259163
GelC10G00475	6.57648164922739	6.70422342641696	5.74752129044799	5.23195394874487	5.48323197590808	5.65375034543141
GelC10G00476	4.670508276303	4.63232998569912	4.84689564020824	5.75265272464979	5.45699536303548	5.50609771651572
GelC10G00478	2.59485946441561	2.44289382280959	3.02894610559478	2.24196763721066	2.5449565390609	2.73503618474788
GelC10G00479	7.54467983747234	7.58961534893736	8.07367168135307	7.63745765564659	7.51398357142955	7.41967471559582
GelC10G00480	7.70922885566662	7.7469029036328	7.82744444172258	7.88350206525193	7.75781362628798	7.64959708838332
GelC10G00481	7.0758919904378	7.22745814489468	6.329202103008	5.31980069519582	5.0374442190035	5.57885864696398
GelC10G00482	-1.31533102394305	-0.745707058665339	0.301494950282116	2.6281677236809	2.59393675375936	1.73439923904269
GelC10G00486	2.49148459374963	2.68836868761571	2.38322180237648	0.138099943204526	0.263794268952551	-1.36265168769307
GelC10G00487	2.25944924269925	2.38835682680265	2.47599031229334	1.13056438839304	0.681403792875104	1.55365709370891
GelC10G00488	4.88964496101232	4.67851618302001	4.81173062300692	6.95178832599516	7.49154013561037	8.47236128078961
GelC10G00490	7.34786116824747	7.40621154111834	7.18530822283784	7.3227649418122	7.39292248388436	7.09732769204243
GelC10G00498	6.19568590336575	6.14547297526847	4.52738393122621	5.56074507695611	5.19655000444864	4.53066964055383
GelC10G00503	3.52003259264708	3.66661102992288	3.05924713134401	2.00159519913029	2.00795000844551	2.69194816560206
GelC10G00504	5.18298368855607	5.05626712701244	4.57009755597689	3.24021812277001	2.07848570152083	3.17130141306599
GelC10G00505	4.82732653208157	5.02085237383074	4.86416186177737	4.99797613564	5.09812250182261	4.96095684489587
GelC10G00506	6.27565093600676	6.24090394216222	6.10063849034114	5.97708124750859	5.96966597171547	5.75665605036786
GelC10G00507	4.23130362641594	4.22881024754013	4.10188176996361	3.84296073070088	3.95508209046227	3.77718382305253
GelC10G00511	1.90448046181428	1.68641082380956	1.48109529093491	2.34863304034828	1.59188753689257	1.45401825701103
GelC10G00512	4.26303904445645	4.27463495632338	4.22727456276541	1.3518770816248	1.3848055451204	2.40229573858968
GelC10G00513	6.92783532957292	6.91180628457854	6.71906481018733	6.93476676420249	7.03772653094537	7.09732769204243
GelC10G00514	6.67118390503493	6.75360210662955	6.2294696563984	7.12685976107177	7.05968720489202	6.69529300883554
GelC10G00535	2.25944924269925	2.77594661462333	2.00155202052525	3.39757829435561	2.38717080155202	1.81693218486817
GelC10G00538	1.54015811028871	2.27267886224507	1.56795848319397	1.93467769886899	1.59188753689257	0.815728356503553
GelC10G00542	5.13233505629953	5.1329080137431	5.02632936112551	5.14582439139076	5.33264189662575	5.52463485888557
GelC10G00543	1.0515718199927	1.49320586784198	0.809125610951757	0.35834336221588	1.00487290443796	0.815728356503553
GelC10G00545	1.19008137819003	1.27006660432624	1.18388507426881	1.71300626537253	1.26893374101499	1.34698400952687
GelC10G00546	3.23008141519945	3.18078689473781	3.30663558923821	3.51675263967738	3.21132020355194	3.67024483162096
GelC10G00550	5.41255842173053	5.25985039326783	5.21982371733098	5.46321428477606	5.78690064425591	5.8527077883945
GelC10G00551	3.78340032879419	3.47054635696523	3.73978503922691	4.50453999070424	4.45671387796419	4.45537168668479
GelC10G00557	5.80635091583779	5.97552570439624	5.29813899534098	5.40260401871365	5.56534834544335	5.78255930912415
GelC10G00558	5.2238736137823	5.46482543003675	5.38443783662471	4.04682260297162	4.04589615959075	3.95171678317502
GelC10G00561	1.82165771365081	2.49544407746436	1.64988741274034	3.58380114195905	4.02818491699371	3.62514636973761
GelC10G00562	1.31645008674829	1.38594601557579	0.658925638505795	3.58380114195905	4.1313306678555	3.26247811478671
GelC10G00566	4.89977459137263	4.88957084440188	5.54829093674902	4.13887889542	3.77565288349579	4.44243088992729
GelC10G00569	4.339451533039	4.3479161949007	4.69113752555403	4.57214532906096	4.7439135836195	4.8864714170019
GelC10G00571	5.52153197293763	5.282456938527	5.20634765658946	5.75265272464979	5.78162488197874	5.63680948835182
GelC10G00572	6.59530279318367	6.36965149104596	6.91197265714156	5.74290682813195	5.81299388610287	5.99243932427634
GelC10G00573	7.51368535441388	7.53574598611677	7.64593494921986	7.27284335473394	7.02215270584096	7.15795532514079
GelC10G00574	5.41255842173053	5.43822590734827	5.37844193405898	6.21772914237137	6.29996036258787	5.91023435723264
GelC10G00576	4.52103235263109	4.89935473992935	4.77568701512864	4.73831898124787	4.98332242686286	4.96095684489587
GelC10G00577	3.62145152976849	3.68934662404701	4.26676187083272	4.87843925507742	4.89813127590149	4.87688441258864
GelC10G00578	5.7002323689439	5.51022617747389	6.06000835165698	6.1566441593805	5.90320502294653	5.98799321371028
GelC10G00579	7.27968284982525	7.32142210623742	6.95491233722789	7.5825071901189	7.36673720482998	7.29743923417296
GelC10G00580	2.3210494553039	2.21116483945007	0.809125610951757	3.2946010691998	2.77474989248772	3.13958209490398
GelC10G00582	6.55420874531855	6.76167003963036	6.43697991447205	6.75976654341057	6.7141142796522	6.62258157179117
GelC10G00583	5.83830278728271	5.97089361120652	5.90597001069517	4.57214532906096	4.02818491699371	4.45537168668479
GelC10G00586	0.726873507595443	0.853284968305806	0.809125610951757	2.1267817993767	1.49205888031997	1.73439923904269
GelC10G00587	5.17466476917017	5.10781072706649	5.46586454117447	4.58311117873712	4.89813127590149	4.38947472032564
GelC10G00588	1.98280552878171	1.77410413993219	0.491251373812867	2.71048122998073	2.38717080155202	2.03949649971371
GelC10G00591	3.29292122884347	2.77594661462333	3.58176985818336	3.84296073070088	3.49535151380376	3.53048620030702
GelC10G00593	0.898338175420437	-0.325392486188474	-0.890439764997332	1.45098063756984	1.68525325262925	0.815728356503553
GelC10G00596	7.41649443100312	7.37499654518005	7.6118424347103	7.60688990234035	7.57472399274203	7.55658010860957
GelC10G00597	2.98570528283535	3.21252598826894	2.99799498690556	3.49369233646936	3.33172122036303	3.20233832201047
GelC10G00600	4.90983359392151	4.937840008375	4.70078035304267	4.81473905489312	4.87849678944666	5.11569328284104
GelC10G00602	5.36216575648487	5.14117768358181	5.64636104893017	6.06183636529806	6.00631276281014	5.823060803479
GelC10G00604	5.43362784488298	5.51022617747389	5.40817531879866	3.7871529987646	3.95508209046227	4.09090472594941
GelC10G00605	2.7817329065438	3.18078689473781	2.8670895968328	1.71300626537253	1.3848055451204	1.64685675980301
GelC10G00606	2.7817329065438	2.27267886224507	3.22879281839881	0.138099943204526	-0.00130106318220489	1.45401825701103
GelC10G00607	6.38064127986333	6.26001495919886	6.63857094192945	6.39930965983807	6.25878663142434	6.32763732172662
GelC10G00608	4.84839986121751	4.91872569926004	4.98746420107767	4.80540500695698	4.84853474985521	4.78760786425537
GelC10G00609	1.54015811028871	1.68641082380956	1.93774461534242	0.35834336221588	1.8556053384803	1.23136789552855
GelC10G00610	2.3210494553039	2.00912238308737	2.56315229739409	2.6281677236809	2.89688688624077	2.64753354262847
GelC10G00611	8.48544152220642	8.47819109253275	8.99105067264232	10.6115094931111	10.7966295498022	10.3283464283264
GelC10G00615	3.69309500232961	3.75547958720149	3.94844474772403	2.24196763721066	2.07848570152083	2.77687455475981
GelC10G00620	4.32448938464008	4.52266534865564	4.60132282323266	4.25314002767715	4.2275914965157	4.21783778981358
GelC10G00622	4.4811116042918	4.43120642628755	4.43796473901798	4.60479594937826	4.81793723458213	4.48091016925167
GelC10G00623	4.70557684842279	4.53527015645211	4.3426349250837	3.18370461573086	3.57069538374272	3.29163329652077
GelC10G00624	5.33255941202096	5.46482543003675	5.65134249765324	5.95614574906551	6.07261307916684	6.02752338326978
GelC10G00627	6.27565093600676	6.267589040456	5.94300496783557	6.40858621717871	6.51868037129004	6.6023626851397
GelC10G00629	3.62145152976849	3.64351139844221	3.73978503922691	3.06356867857437	3.21132020355194	3.4026966801328
GelC10G00632	3.41094133311724	3.7768669703311	3.84788396603608	3.47025743741423	4.14782680731318	4.37592628010555
GelC10G00634	1.54015811028871	1.68641082380956	1.80098356153028	2.06554592149397	2.20998474758194	2.34781710829436
GelC10G00636	4.76219419988935	4.64401589160597	4.80280379051362	5.50993338395101	5.37529516975952	5.02311906115479
GelC10G00638	3.84760311913561	3.68934662404701	3.35629114656245	3.15459542286495	3.36031445000847	3.37572206862902
GelC10G00639	4.73981317480676	4.58461615088538	4.25371915468404	4.15366631587233	4.14782680731318	4.23294705558334
GelC10G00641	2.90754182620064	2.73282209472291	2.00155202052525	4.9049012413746	5.21232098490619	4.32042315976518
GelC10G00642	4.41201959356356	4.28959201519152	4.80280379051362	4.85148281831601	4.38894220256158	4.64804092147902
GelC10G00643	4.83790167335809	5.1329080137431	4.92301647419816	5.41493149249267	5.48323197590808	5.36920662530409
GelC10G00646	5.96912415277398	6.06517499071089	5.60073664197858	5.47503665921934	5.48971724887386	5.21033792080209
GelC10G00647	4.71707946669544	4.81916024329427	4.67165633459817	4.57214532906096	4.83840751061249	4.80792999554842
GelC10G00649	3.80512027220215	3.93742848792675	3.22879281839881	4.30704700019549	3.85816519328688	3.91471545881461
GelC10G00651	4.670508276303	4.87972014432486	4.29249880663714	4.03089217960888	4.34669643920487	4.50600442375428
GelC10G00654	2.82489976546246	2.54614726827768	3.02894610559478	2.18552397839001	2.20998474758194	2.55437902925795
GelC10G00655	6.36610239794938	6.29378950306993	6.01820071848206	6.34236166659518	6.13599990801353	6.15990336800463
GelC10G00656	7.03051504876733	7.00083821277644	6.84832467843645	7.08889506699218	7.35790208733736	7.57300024630272
GelC10G00657	6.45808715753037	6.55127633677848	6.78400836228313	6.37427653952256	6.58378134825775	6.61106264241886
GelC10G00659	3.73895413165068	3.93742848792675	2.64534697721691	6.5438286205212	6.64025324717156	5.9968717748655
GelC10G00661	4.45387056486106	4.3043955974016	4.76653363167101	3.51675263967738	3.17958168045151	3.57859251809133
GelC10G00662	2.94715283987417	2.93660509471121	3.28115184443345	2.78835072288322	3.21132020355194	3.48072029123426
GelC10G00665	4.27864875012865	4.47111509631967	3.75837341303952	4.29375791522121	4.27341580891591	4.46819743727527
GelC10G00666	7.47525237826337	7.52472646407087	6.24931838869676	7.5024588626913	7.38424675826918	7.3010280966184
GelC10G00667	5.96912415277398	5.91411644551377	6.03354403745054	5.27991957988129	5.55919500267857	5.51848223831958
GelC10G00671	5.59194508795695	5.51022617747389	5.57475209341272	4.40917025422784	4.36091625566614	4.44243088992729
GelC10G00672	5.68273956004196	5.80904004546598	5.71933485086447	6.03812440054982	6.03763243310282	6.0869394909858
GelC10G00673	5.03459254450726	5.04749460619355	5.23317506366975	5.92631608699108	6.14834979871306	6.27751197609739
GelC10G00674	6.74045712166086	6.7934980213156	7.02759134574664	6.25934191137774	6.24351815717043	6.41634469483503
GelC10G00675	5.37674416437092	5.62670661300605	5.63634625162976	5.0061471424608	5.26620007854386	5.320529258828
GelC10G00676	7.76432052363201	7.78566376762798	8.04840351046118	7.37733004908239	7.27209525223039	7.22372089055563
GelC10G00678	5.62284917507593	5.5038271764552	5.24640398279766	5.50417556673477	5.33264189662575	5.40966150521832
GelC10G00681	6.88768286313365	6.86763544517959	6.65602470440354	6.63095082132883	6.83364232238955	6.60816848205794
GelC10G00682	2.94715283987417	2.77594661462333	2.90094623547569	3.44643557126567	3.64229899110279	3.857370887053
GelC10G00683	3.94863972155144	3.87929170454363	3.83042063635907	4.39679324146731	4.5589327696975	4.63672427678169
GelC10G00684	5.67095873061177	5.67307031971403	5.75679570927279	6.21420661922986	6.18077514970851	6.2443438411585
GelC10G00685	4.00603079606838	4.14904483761186	3.30663558923821	4.94795372330998	4.90784921340125	4.91485601065915
GelC10G00686	7.40942172230316	7.45843651878166	7.51541683811848	7.6776589145007	7.51716146391604	7.36928355462793
GelC10G00687	3.1976043578422	2.97412203685668	3.91569717826337	2.58518007927466	2.33049273734413	3.67024483162096
GelC10G00688	1.98280552878171	1.93495689712543	1.28990546658435	2.00159519913029	1.49205888031997	2.10665757206591
GelC10G00689	6.11102717387397	6.07384097968763	5.6954180422063	5.60445599299441	5.3470002271658	6.04046301927523
GelC10G00692	6.83850330243198	6.40098110120499	8.27347552226102	4.93944539458459	3.64229899110279	5.08271313309625
GelC10G00693	3.32334365262971	3.08115187708462	3.62292558310874	1.24546031417082	0.263794268952551	1.10567284570069
GelC10G00694	3.76134838440494	4.19743129373432	4.30519712229863	4.29375791522121	4.63110814125719	4.2918497634436
GelC10G00698	4.29409136779113	3.64351139844221	6.25260012267408	2.1267817993767	2.44170611323796	3.07397137683597
GelC10G00700	4.14876960010163	4.27463495632338	4.05753943067852	7.13619686207279	6.85640392197346	6.59360994560927
GelC10G00705	2.25944924269925	0.264827855639086	5.44879869154677	6.58804726848401	6.10254048654472	7.05968921630572
GelC10G00709	6.1915689004428	5.96158456754952	5.63634625162976	6.62565713527951	6.56547888611948	5.93815971019337
GelC10G00712	4.88964496101232	4.89935473992935	5.49940230184099	4.81473905489312	4.64279396983753	4.55492024394035
GelC10G00713	5.52153197293763	5.34106448922217	5.82009904739454	4.48128206102206	4.63110814125719	4.83788632772792
GelC10G00715	7.14138861998131	7.06960838163203	7.24254456991761	7.03600465628812	6.83364232238955	7.04692163774139
GelC10G00718	1.43263585442732	1.59304017004492	0.301494950282116	0.138099943204526	-0.00130106318220489	-0.0341967672611994
GelC10G00722	14.3449921679808	14.461722534171	13.9436708910635	11.9119157635062	10.9062864439173	11.9371470764004
GelC10G00723	6.07572189937492	6.01205659107306	5.59039891573913	5.49259053173076	5.40990088947918	5.43601463739113
GelC10G00724	4.86916980022684	4.90907273090479	5.10105303594095	5.4867629404117	5.26620007854386	5.05747363380585
GelC10G00725	5.14941626636177	5.10781072706649	5.3295559185837	5.79571242283125	5.35412615793328	5.3963021945603
GelC10G00726	7.71354217584647	7.66754179206516	7.81750707052254	8.14449043842836	8.05536820783261	7.66916911739896
GelC10G00728	6.69464650941647	6.87261063235002	6.06374964855604	6.08901657234028	6.04205167991046	6.16778729021447
GelC10G00729	4.86916980022684	4.84975793528258	4.88122388211889	5.14582439139076	4.75472378181127	4.70332971397925
GelC10G00730	3.66960694552817	3.59617204451289	4.91475424815787	2.99952827464535	2.73162642569894	3.29163329652077
